date,model,portfolio_size,symbol,rank,score,momentum_1m,momentum_3m,momentum_6m,volume_change,volatility,ma_trend_signal,relative_strength_vs_bist100,avg_daily_volume_21,avg_daily_traded_value_21,is_illiquid,is_speculative,next_month_return,portfolio_gross_return,transaction_cost,portfolio_return
2018-06-30,mixed_model,5,TCELL.IS,5,0.6352941176470588,0.027117106354200615,-0.18515839119985078,-0.1581804645719681,0.14693976076774806,0.018106842679286722,0.0,0.09786870617852583,9813371.666666666,82770916.6289039,False,False,0.06090534109940382,0.04995063632047296,0.002,0.04795063632047296
2018-06-30,mixed_model,10,SISE.IS,1,0.8117647058823529,0.07594943466102722,-0.12556023851062748,-0.07779678578304783,0.17858673386478663,0.020316192501640035,0.5,0.14670103448535243,6077122.380952381,21533016.825270753,False,False,0.1788232671382648,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,10,TUPRS.IS,2,0.7911764705882353,0.021677739916263983,-0.01185051490719613,0.0027098479627909455,0.017060638235845138,0.022096125544015573,0.5,0.0924293397405892,9797516.333333334,88057774.68074958,False,False,-0.008302658697488585,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,10,FROTO.IS,3,0.7852941176470588,-0.05116271450952792,0.01324519711576344,0.06156309541876204,0.244803390899484,0.025279311666029158,0.5,0.0195888853147973,4240007.619047619,16345041.065149875,False,False,-0.035947763764430096,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,10,BIMAS.IS,4,0.7147058823529411,-0.016806177054644378,-0.0422810899844418,-0.10024831595619021,0.06057839919707564,0.017467910286154947,0.0,0.05394542276968084,3680926.285714286,47114748.12414787,False,False,0.05427499582661488,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,10,TCELL.IS,5,0.6352941176470588,0.027117106354200615,-0.18515839119985078,-0.1581804645719681,0.14693976076774806,0.018106842679286722,0.0,0.09786870617852583,9813371.666666666,82770916.6289039,False,False,0.06090534109940382,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,10,EREGL.IS,6,0.6,-0.09823000978019725,0.03434448927123013,0.09330224566899781,-0.04068686241485342,0.026455032647740608,0.0,-0.02747840995587203,22812482.85714286,74516599.33928269,False,False,0.08537788355693077,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,10,YKBNK.IS,7,0.5823529411764705,-0.05307069575624612,-0.13037111896758624,-0.13037111896758624,0.40828946776387975,0.02597343201899487,0.0,0.017680904068079095,64708233.0952381,130721700.89940564,False,False,-0.14170037866275276,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,10,KCHOL.IS,8,0.5558823529411765,0.010638223945677039,-0.08887476244775316,-0.20714292973540438,-0.12156814347721578,0.02371729041885101,0.5,0.08138982377000226,6565892.523809524,72913534.13319996,False,False,-0.02877189610749431,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,10,TOASO.IS,9,0.5176470588235295,-0.022635535321133826,-0.08547667040249585,-0.21671819319324648,-0.03900353796831202,0.021435189415477833,0.0,0.04811606450319139,1040767.619047619,13173723.481471153,False,False,-0.048800591441778174,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,10,SAHOL.IS,10,0.5029411764705883,-0.05359068541784939,-0.14021430827878922,-0.18619370362962617,0.017053710090008556,0.01686901405214462,0.0,0.017160914406475825,6603875.904761905,43353739.97854878,False,False,-0.040770260175098216,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,mixed_model,15,SISE.IS,1,0.8117647058823529,0.07594943466102722,-0.12556023851062748,-0.07779678578304783,0.17858673386478663,0.020316192501640035,0.5,0.14670103448535243,6077122.380952381,21533016.825270753,False,False,0.1788232671382648,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,TUPRS.IS,2,0.7911764705882353,0.021677739916263983,-0.01185051490719613,0.0027098479627909455,0.017060638235845138,0.022096125544015573,0.5,0.0924293397405892,9797516.333333334,88057774.68074958,False,False,-0.008302658697488585,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,FROTO.IS,3,0.7852941176470588,-0.05116271450952792,0.01324519711576344,0.06156309541876204,0.244803390899484,0.025279311666029158,0.5,0.0195888853147973,4240007.619047619,16345041.065149875,False,False,-0.035947763764430096,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,BIMAS.IS,4,0.7147058823529411,-0.016806177054644378,-0.0422810899844418,-0.10024831595619021,0.06057839919707564,0.017467910286154947,0.0,0.05394542276968084,3680926.285714286,47114748.12414787,False,False,0.05427499582661488,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,TCELL.IS,5,0.6352941176470588,0.027117106354200615,-0.18515839119985078,-0.1581804645719681,0.14693976076774806,0.018106842679286722,0.0,0.09786870617852583,9813371.666666666,82770916.6289039,False,False,0.06090534109940382,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,EREGL.IS,6,0.6,-0.09823000978019725,0.03434448927123013,0.09330224566899781,-0.04068686241485342,0.026455032647740608,0.0,-0.02747840995587203,22812482.85714286,74516599.33928269,False,False,0.08537788355693077,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,YKBNK.IS,7,0.5823529411764705,-0.05307069575624612,-0.13037111896758624,-0.13037111896758624,0.40828946776387975,0.02597343201899487,0.0,0.017680904068079095,64708233.0952381,130721700.89940564,False,False,-0.14170037866275276,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,KCHOL.IS,8,0.5558823529411765,0.010638223945677039,-0.08887476244775316,-0.20714292973540438,-0.12156814347721578,0.02371729041885101,0.5,0.08138982377000226,6565892.523809524,72913534.13319996,False,False,-0.02877189610749431,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,TOASO.IS,9,0.5176470588235295,-0.022635535321133826,-0.08547667040249585,-0.21671819319324648,-0.03900353796831202,0.021435189415477833,0.0,0.04811606450319139,1040767.619047619,13173723.481471153,False,False,-0.048800591441778174,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,SAHOL.IS,10,0.5029411764705883,-0.05359068541784939,-0.14021430827878922,-0.18619370362962617,0.017053710090008556,0.01686901405214462,0.0,0.017160914406475825,6603875.904761905,43353739.97854878,False,False,-0.040770260175098216,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,GARAN.IS,11,0.44705882352941184,-0.06368713266844162,-0.19122697442005687,-0.16893210477381237,0.08876255581065418,0.023324187827172865,0.0,0.0070644671558836025,88758450.8095238,588529709.7990602,False,False,-0.15393791576101,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,AKBNK.IS,12,0.44117647058823534,-0.06683156821799907,-0.20547931071153025,-0.2008529617767858,0.2760180537599317,0.020337214150212404,0.0,0.0039200316063261464,40460250.76190476,200145323.8042745,False,False,-0.04244041912901031,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,ASELS.IS,13,0.41470588235294126,-0.024951962801440297,-0.23495233871138876,-0.28339109057274225,1.2222395573156035,0.02331504344903816,0.0,0.04579963702288492,102072464.95238096,526412228.5951516,False,False,0.1769298326442006,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,ARCLK.IS,14,0.3705882352941177,-0.0883412908441098,-0.16187854284761583,-0.27170531537392717,0.08168681671424438,0.02106686906413837,0.0,-0.01758969101978458,2357883.380952381,32421539.94951103,False,False,-0.1720500517663468,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,mixed_model,15,PETKM.IS,15,0.3470588235294118,0.03198315560332654,-0.37343249026715863,-0.3802927118709458,0.18167972075744787,0.027839571054816672,0.0,0.10273475542765176,93216496.42857143,252520376.57646862,False,False,0.011363609881437586,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,momentum_heavy,3,TUPRS.IS,1,0.8279411764705883,0.021677739916263983,-0.01185051490719613,0.0027098479627909455,0.017060638235845138,0.022096125544015573,0.5,0.0924293397405892,9797516.333333334,88057774.68074958,False,False,-0.008302658697488585,0.04485761489211537,0.002,0.04285761489211537
2018-06-30,momentum_heavy,3,SISE.IS,2,0.813235294117647,0.07594943466102722,-0.12556023851062748,-0.07779678578304783,0.17858673386478663,0.020316192501640035,0.5,0.14670103448535243,6077122.380952381,21533016.825270753,False,False,0.1788232671382648,0.04485761489211537,0.002,0.04285761489211537
2018-06-30,momentum_heavy,3,FROTO.IS,3,0.801470588235294,-0.05116271450952792,0.01324519711576344,0.06156309541876204,0.244803390899484,0.025279311666029158,0.5,0.0195888853147973,4240007.619047619,16345041.065149875,False,False,-0.035947763764430096,0.04485761489211537,0.002,0.04285761489211537
2018-06-30,momentum_heavy,5,TUPRS.IS,1,0.8279411764705883,0.021677739916263983,-0.01185051490719613,0.0027098479627909455,0.017060638235845138,0.022096125544015573,0.5,0.0924293397405892,9797516.333333334,88057774.68074958,False,False,-0.008302658697488585,0.05484514481197835,0.002,0.05284514481197835
2018-06-30,momentum_heavy,5,SISE.IS,2,0.813235294117647,0.07594943466102722,-0.12556023851062748,-0.07779678578304783,0.17858673386478663,0.020316192501640035,0.5,0.14670103448535243,6077122.380952381,21533016.825270753,False,False,0.1788232671382648,0.05484514481197835,0.002,0.05284514481197835
2018-06-30,momentum_heavy,5,FROTO.IS,3,0.801470588235294,-0.05116271450952792,0.01324519711576344,0.06156309541876204,0.244803390899484,0.025279311666029158,0.5,0.0195888853147973,4240007.619047619,16345041.065149875,False,False,-0.035947763764430096,0.05484514481197835,0.002,0.05284514481197835
2018-06-30,momentum_heavy,5,BIMAS.IS,4,0.7411764705882353,-0.016806177054644378,-0.0422810899844418,-0.10024831595619021,0.06057839919707564,0.017467910286154947,0.0,0.05394542276968084,3680926.285714286,47114748.12414787,False,False,0.05427499582661488,0.05484514481197835,0.002,0.05284514481197835
2018-06-30,momentum_heavy,5,EREGL.IS,5,0.6676470588235294,-0.09823000978019725,0.03434448927123013,0.09330224566899781,-0.04068686241485342,0.026455032647740608,0.0,-0.02747840995587203,22812482.85714286,74516599.33928269,False,False,0.08537788355693077,0.05484514481197835,0.002,0.05284514481197835
2018-06-30,momentum_heavy,10,TUPRS.IS,1,0.8279411764705883,0.021677739916263983,-0.01185051490719613,0.0027098479627909455,0.017060638235845138,0.022096125544015573,0.5,0.0924293397405892,9797516.333333334,88057774.68074958,False,False,-0.008302658697488585,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,10,SISE.IS,2,0.813235294117647,0.07594943466102722,-0.12556023851062748,-0.07779678578304783,0.17858673386478663,0.020316192501640035,0.5,0.14670103448535243,6077122.380952381,21533016.825270753,False,False,0.1788232671382648,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,10,FROTO.IS,3,0.801470588235294,-0.05116271450952792,0.01324519711576344,0.06156309541876204,0.244803390899484,0.025279311666029158,0.5,0.0195888853147973,4240007.619047619,16345041.065149875,False,False,-0.035947763764430096,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,10,BIMAS.IS,4,0.7411764705882353,-0.016806177054644378,-0.0422810899844418,-0.10024831595619021,0.06057839919707564,0.017467910286154947,0.0,0.05394542276968084,3680926.285714286,47114748.12414787,False,False,0.05427499582661488,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,10,EREGL.IS,5,0.6676470588235294,-0.09823000978019725,0.03434448927123013,0.09330224566899781,-0.04068686241485342,0.026455032647740608,0.0,-0.02747840995587203,22812482.85714286,74516599.33928269,False,False,0.08537788355693077,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,10,TCELL.IS,6,0.6352941176470588,0.027117106354200615,-0.18515839119985078,-0.1581804645719681,0.14693976076774806,0.018106842679286722,0.0,0.09786870617852583,9813371.666666666,82770916.6289039,False,False,0.06090534109940382,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,10,YKBNK.IS,7,0.5882352941176471,-0.05307069575624612,-0.13037111896758624,-0.13037111896758624,0.40828946776387975,0.02597343201899487,0.0,0.017680904068079095,64708233.0952381,130721700.89940564,False,False,-0.14170037866275276,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,10,KCHOL.IS,8,0.5779411764705883,0.010638223945677039,-0.08887476244775316,-0.20714292973540438,-0.12156814347721578,0.02371729041885101,0.5,0.08138982377000226,6565892.523809524,72913534.13319996,False,False,-0.02877189610749431,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,10,TOASO.IS,9,0.5411764705882353,-0.022635535321133826,-0.08547667040249585,-0.21671819319324648,-0.03900353796831202,0.021435189415477833,0.0,0.04811606450319139,1040767.619047619,13173723.481471153,False,False,-0.048800591441778174,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,10,SAHOL.IS,10,0.488235294117647,-0.05359068541784939,-0.14021430827878922,-0.18619370362962617,0.017053710090008556,0.01686901405214462,0.0,0.017160914406475825,6603875.904761905,43353739.97854878,False,False,-0.040770260175098216,0.007508793877217213,0.002,0.005508793877217213
2018-06-30,momentum_heavy,15,TUPRS.IS,1,0.8279411764705883,0.021677739916263983,-0.01185051490719613,0.0027098479627909455,0.017060638235845138,0.022096125544015573,0.5,0.0924293397405892,9797516.333333334,88057774.68074958,False,False,-0.008302658697488585,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,momentum_heavy,15,SISE.IS,2,0.813235294117647,0.07594943466102722,-0.12556023851062748,-0.07779678578304783,0.17858673386478663,0.020316192501640035,0.5,0.14670103448535243,6077122.380952381,21533016.825270753,False,False,0.1788232671382648,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,momentum_heavy,15,FROTO.IS,3,0.801470588235294,-0.05116271450952792,0.01324519711576344,0.06156309541876204,0.244803390899484,0.025279311666029158,0.5,0.0195888853147973,4240007.619047619,16345041.065149875,False,False,-0.035947763764430096,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,momentum_heavy,15,BIMAS.IS,4,0.7411764705882353,-0.016806177054644378,-0.0422810899844418,-0.10024831595619021,0.06057839919707564,0.017467910286154947,0.0,0.05394542276968084,3680926.285714286,47114748.12414787,False,False,0.05427499582661488,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,momentum_heavy,15,EREGL.IS,5,0.6676470588235294,-0.09823000978019725,0.03434448927123013,0.09330224566899781,-0.04068686241485342,0.026455032647740608,0.0,-0.02747840995587203,22812482.85714286,74516599.33928269,False,False,0.08537788355693077,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,momentum_heavy,15,TCELL.IS,6,0.6352941176470588,0.027117106354200615,-0.18515839119985078,-0.1581804645719681,0.14693976076774806,0.018106842679286722,0.0,0.09786870617852583,9813371.666666666,82770916.6289039,False,False,0.06090534109940382,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,momentum_heavy,15,YKBNK.IS,7,0.5882352941176471,-0.05307069575624612,-0.13037111896758624,-0.13037111896758624,0.40828946776387975,0.02597343201899487,0.0,0.017680904068079095,64708233.0952381,130721700.89940564,False,False,-0.14170037866275276,-0.007003133690570455,0.002,-0.009003133690570455
2018-06-30,momentum_heavy,15,KCHOL.IS,8,0.5779411764705883,0.010638223945677039,-0.08887476244775316,-0.20714292973540438,-0.12156814347721578,0.02371729041885101,0.5,0.08138982377000226,6565892.523809524,72913534.13319996,False,False,-0.02877189610749431,-0.007003133690570455,0.002,-0.009003133690570455
